id,id_race,id_horse,horse_name,jockey,trainer,age,weight,number,last_ran_days_ago,non_runner,form,position,distance_beaten,owner,sire,dam,official_rating,starting_price,price
1435,237079,270867,One Night Thunder,Callum Hutchinson,Gemma Tutty,3,12-Sep,2,138,0,1325,4,nk,,,,90,67,£10800
1436,237079,265275,Achillea,Robert Havlin,Dean Ivory,3,10-Aug,13,58,0,46-303199,5,3 1/2,Michael &amp; Heather Yarrow,FRANKEL,BRUXCALINA(FR),74,41,£10800
1437,237079,267051,Alpha Crucis(IRE),Kevin Stott,Gary Moore,3,6-Sep,7,20,0,883-1251,6,2-Jan,Heart of the South Racing 131,AUSTRALIA,NIGHT FAIRY(IRE),84,6.5,£10800
1438,237079,267955,City Of York,Callum Shepherd,David Simcock,3,4-Sep,10,42,0,6335-U111,7,2 1/2,,,,82,8,£10800
1439,237079,266117,Talis Evolvere(IRE),Sean Levey,Richard Hannon,3,6-Sep,5,44,0,Mar-41,8,1,,,,84,5.5,£10800
1440,237079,268546,Dream Pirate,Marco Ghiani,T. J. Kent,3,8-Aug,14,19,0,60064112,9,hd,,,,72,17,£10800
1441,237079,193278,Raising Sand,Nicola Currie,Jamie Osborne,11,8-Sep,4,29,0,198-64095,10,nk,Nick Bradley Racing 22 &amp; Partner,OASIS DREAM,BALALAIKA,84,34,£10800
1442,237079,267786,Prince Of Zenda,Hayley Turner,Hugo Palmer,3,3-Sep,11,35,0,332-291,11,4-Mar,Middleham Park Racing XXX,KINGMAN,PRICELESS JEWEL,81,9.5,£10800
1443,237079,253412,Carolus Magnus(IRE),Billy Garritty,Michael &amp; David Easterby,5,6-Sep,6,21,0,00-695996,12,2 1/2,Kennet Valley Thoroughbreds III,HOLY ROMAN EMPEROR(IRE),IZOLA,82,17,£10800
1444,237079,263924,Metal Merchant(IRE),David Probert,Jack Channon,3,13-Sep,1,29,0,33035621,13,12,,,,91,10,£10800
1445,237079,266512,Kings Code,Daniel Tudhope,David Evans,3,5-Sep,9,12,0,3-7171311,14,20,,,,83,9.5,£10800
1446,237080,276474,Regal Jubilee,Kieran Shoemark,John &amp; Thady Gosden,2,2-Sep,9,26,0,91,1,,,,,,10,£22684
1447,237080,275905,Je Zous(IRE),Sean Levey,"Joseph Patrick OBrien, Ireland",2,2-Sep,4,30,0,71,2,2,Go Racing Limited,ZOUSTAR(AUS),JESSIE JANE(IRE),,13,£22684
1448,237080,277186,Molten Rock(IRE),Clifford Lee,K. R. Burke,2,2-Sep,8,15,0,1,3,1,Newtown Anner Stud Farm,FASCINATING ROCK(IRE),MONTYS MIRACLE(IRE),,15,£22684
1449,237080,275499,Beautiful Love(IRE),Daniel Tudhope,Charlie Appleby,2,2-Sep,1,42,0,321,4,1 3/4,Godolphin,SIYOUNI(FR),POWDER SNOW(USA),,5,£22684
1450,237080,276078,You Got To Me,Hector Crouch,Ralph Beckett,2,2-Sep,12,59,0,1,5,2-Jan,Valmont &amp; Newsells Park Stud,NATHANIEL(IRE),BRUSHING,,5,£22684
1451,237080,277011,Glimpsed,Laura Pearson,Ralph Beckett,2,2-Sep,2,22,0,1,6,6 1/2,Mr J. H. Richmond-Watson,NIGHT OF THUNDER(IRE),LOOK SO,,5.5,£22684
1452,237080,273712,Shardam(FR),Paul Mulrennan,Archie Watson,2,2-Sep,10,35,0,51,7,2,Zhang Yuesheng,TOO DARN HOT,TRANSHUMANCE(IRE),,15,£22684
1453,237080,276770,La Pasionaria,Rob Hornby,Ralph Beckett,2,2-Sep,5,30,0,1,8,nk,"Newsells Park Stud, Redvers &amp; Beckett",LOPE DE VEGA(IRE),LA PATRIA,,11,£22684
1454,237080,272677,Grays Inn(IRE),David Probert,Jack Channon,2,2-Sep,3,28,0,2131434,9,5,SYPS (UK) Ltd,INNS OF COURT(IRE),SYAMANTAKA(IRE),,15,£22684
1455,237080,272983,Miss Roberts,Robert Havlin,Ed Walker,2,2-Sep,7,13,0,2462214,10,8 1/2,,,,,26,£22684
1456,237080,275853,Sharona(FR),Callum Hutchinson,Peter Chapple-hyam,2,2-Sep,11,18,0,771,11,25,,,,,126,£22684
1457,237080,276653,Marama,Cieren Fallon,William Haggas,2,2-Sep,6,35,0,2,ur,,Mrs Deborah June James,SEA THE MOON(GER),BELLE ABOVE ALL,,9,£22684
1458,237081,260354,Checkandchallenge,Callum Shepherd,William Knight,4,6-Sep,1,14,0,34-487454,1,,Mr A. Hetherton,FAST COMPANY(IRE),LIKEABLE,,7,£28355
1459,237081,241262,Pride Of America(FR),Clifford Lee,Amy Murphy,6,6-Sep,3,42,0,14617132,2,nk,"Havent A Pot, D. MacAuliffe &amp; Anoj Don",AMERICAN POST,ATARFE(IRE),,2.75,£28355
1460,237081,267740,Greek Order,Kevin Stott,Harry &amp; Roger Charlton,3,3-Sep,5,35,0,32-3112,3,3 1/2,,,,,4,£28355
1461,237081,255281,Madame Ambassador,Franny Norton,Charlie Johnston,4,1-Sep,6,28,0,4-6578211,4,1 1/4,Miss K. Rausing,CHURCHILL(IRE),LADY JANE DIGBY,,21,£28355
1462,237081,259428,Claymore(FR),David Egan,Jane Chapple-hyam,4,6-Sep,2,28,0,1/2014-67,5,4 1/2,Mr M. Almutairi,NEW BAY,BRIT WIT,,17,£28355
1463,237081,263872,Warren Point,Daniel Tudhope,Charlie Appleby,4,6-Sep,4,147,0,2131-1257,6,18,Godolphin,DUBAWI(IRE),GATERIE(USA),,4.2,£28355
1464,237082,258043,Dirtyoldtown(IRE),Kyle Strydom,Dylan Cunha,4,4-Sep,13,3,0,020-09080,1,,,,,77,23,£6281
1465,237082,263943,Shandy Star(IRE),Jonny Peate,Roger Fell &amp; Sean Murray,3,12-Aug,18,7,0,3817-7774,2,2 1/4,,,,72,23,£6281
1466,237082,256679,Hodler(GER),Ryan Sexton,Jim Boyle,4,10-Sep,7,18,0,71086752,3,hd,,,,83,5,£6281
1467,237082,247091,Marlay Park,Paddy Bradley,Jim Boyle,5,10-Sep,8,34,0,86534412,4,nk,Mr W. P. Drew,CABLE BAY(IRE),LOVERS VOWS,83,15,£6281
1468,237082,253780,Love De Vega(IRE),Andrew Mullen,Charlie Johnston,4,10-Sep,5,20,0,0-6711840,5,1,Crone Stud Farms Ltd,LOPE DE VEGA(IRE),RIBBLE(FR),83,23,£6281
1469,237082,219628,Bernardo Oreilly,Hayley Turner,Richard Spencer,9,9-Sep,9,35,0,51274845,6,4-Mar,Rebel Racing (2),INTIKHAB(USA),BALDOVINA,82,13,£6281
1470,237082,223347,Marshal Dan(IRE),Hector Crouch,Heather Main,8,Oct-00,1,18,0,4-3088961,7,1,Coxwell Partnership,LAWMAN(FR),AUNT NICOLA,87,12,£6281
1471,237082,257627,Hierarchy(IRE),Kieran Shoemark,Jamie Osborne,4,12-Sep,3,20,0,84413,8,4-Mar,,,,85,17,£6281
1472,237082,249530,Hiromichi(FR),David Probert,Jack Channon,5,4-Sep,15,26,0,21800251,9,1,Jon and Julia Aisbitt,DABIRSIM(FR),PACHELBELLE(FR),77,7.5,£6281
1473,237082,264251,Ivory Madonna(IRE),Robert Havlin,Richard Spencer,3,1-Sep,16,19,0,72-456582,10,2-Jan,Phil Cunningham,DARK ANGEL(IRE),CLEM FANDANGO(FR),75,15,£6281
1474,237082,220011,Little Boy Blue,Joe Leavy,Bill Turner,8,8-Sep,12,34,0,31364295,11,1,Mrs Tracy Turner,HELLVELYN,DUSTY DAZZLER(IRE),81,29,£6281
1475,237082,227202,Hieronymus,Paul Mulrennan,George Baker,7,9-Sep,11,19,0,2/205-0026,12,4,"Mrs Pao, Mr Stafford &amp; Mr Tucker",DUTCH ART,SLEEK,82,11,£6281
1476,237082,252029,Repertoire,Callum Shepherd,David Simcock,7,11-Sep,4,26,0,71652871,13,2 1/2,"P Booth, A Jackson &amp; K Stewart",BATED BREATH,BINCHE(USA),84,13,£6281
1477,237082,255117,Bay Breeze,Ben Robinson,Tim Easterby,4,10-Sep,6,42,0,35401000,14,nk,,,,83,26,£6281
1478,237082,275204,King Of Fury(IRE),Jack Mitchell,T. J. Kent,3,12-Aug,17,18,0,332,15,2-Jan,Mrs F. Shaw,STARSPANGLEDBANNER(AUS),BEQUIA(IRE),72,15,£6281
1479,237082,269126,Lunatick,Rob Hornby,Hughie Morrison,3,4-Sep,14,20,0,20920132,16,nk,Martin Hughes &amp; Michael Kerr-Dineen,SEA THE MOON(GER),ALVARITA,78,6,£6281
1480,237082,260455,Al Marmar(IRE),Marco Ghiani,Stuart Williams,4,9-Sep,10,185,0,2527-0030,17,1,Al Shaqab Racing,KODIAC,FRAULEIN,82,67,£6281
1481,237082,255456,Liamarty Dreams,Non Runner,K. R. Burke,4,13-Sep,2,36,1,41624053,,,Mr Liam Kelly &amp; Mrs E Burke,OASIS DREAM,HEAVENLY VERSE,86,,£6281
1482,237083,271417,Cherie Dam(FR),Harry Skelton,Dan Skelton,5,7-Oct,15,217,0,1-,1,,Darren &amp; Annaley Yates,GREAT PRETENDER(IRE),FLEMENS PRIDE,,2.2,£5174
1483,237083,277704,Wild Side Of Life(IRE),Harry Reed,L J Morgan,5,Nov-00,12,,0,,2,5,,,,,19,£5174
1484,237083,270821,Brook Bay(IRE),Nick Scholfield,Jonjo ONeill,5,Nov-00,1,27,0,2-Sep,3,nk,,,,,4.33,£5174
1485,237083,269919,Dontyawantme(IRE),Micheal Nolan,Craig Lidster,6,7-Oct,16,198,0,3137-,4,,,,,,15,£5174
1486,237083,270532,Paddy Omahler(IRE),Peter Kavanagh,Sue Smith,5,Nov-00,8,17,0,325-4,5,,McGoldrick Racing,MAHLER,MISS MASSINI(IRE),,9,£5174
1487,237083,277702,Letthedustsettle(IRE),Richard Patrick,Tom Lacey,5,Nov-00,7,,0,,6,,,,,,23,£5174
1488,237083,277703,Treaty Boy(IRE),Ross Chapman,Rebecca Menzies,6,Nov-00,11,,0,,7,,Rebecca Menzies Racing Partnerships,WELL CHOSEN,MISS TAGGLE(IRE),,51,£5174
1489,237083,269973,Knacker Trapper(IRE),Joe Williamson,Andrew Crook,5,Nov-00,5,21,0,944-8,8,,Mr Dave Carter,COURT CAVE(IRE),PRESENT LINE(IRE),,201,£5174
1490,237083,270882,Tune In A Box(IRE),Cameron Iles,Tom Lacey,4,13-Oct,14,31,0,45-6,9,,Woolhope Hopefuls,JUKEBOX JURY(IRE),BELLE FORTUNE(IRE),,67,£5174
1491,237083,271165,Hey Brother(FR),Tom Cannon,Alan King,6,Nov-00,4,202,0,43-,10,,"Andy, Mel, Phil &amp; Kaya",BALLINGARRY(IRE),MICK MAYA(FR),,10,£5174
1492,237083,271681,Miss Controversia(IRE),Harry Bannister,Ruth Jefferson,5,7-Oct,17,21,0,0-5,11,,,,,,101,£5174
1493,237083,270281,Brasingaman Bella,Emma Smith-Chaston,Jedd OKeeffe,4,6-Oct,18,178,0,5056-P,12,,,,,,201,£5174
1494,237083,276808,Empty Nest(IRE),Theo Gillard,Mark Walford,5,Nov-00,2,17,0,P7,13,,,,,,201,£5174
1495,237083,277705,Patricks Wells(IRE),Henry Brooke,Sue Smith,4,13-Oct,13,,0,,14,,,,,,26,£5174
1496,237083,259584,Haut Berry(FR),John Kington,Andrew Crook,6,Nov-00,3,282,0,309/500-,pu,,Mr Richard Berry,MY RISK(FR),BONJOUR MADAME(FR),,201,£5174
1497,237083,277701,Le Jeune Bresil,Harry Cobden,Brian Ellison,6,Nov-00,6,,0,,F,,Mr Keith Brown,BLUE BRESIL(FR),LADY DE LA VEGA(FR),,12,£5174
1498,237083,267971,Rolling River(IRE),Gavin Sheehan,Oliver Signy,5,Nov-00,9,232,0,10P703-,pu,,,,,,29,£5174
1499,237083,277262,Time Theft(IRE),Bryan Carver,Neil Mulholland,6,Nov-00,10,,0,,pu,,,,,,67,£5174
1500,237084,241706,The Edgar Wallace(IRE),Gavin Sheehan,Kim Bailey,8,Dec-00,1,252,0,1U/2P48-,1,,Mr P. J. Andrews,FLEMENSFIRTH(USA),ANNALECKY(IRE),123,5.5,£6337
1501,237084,254592,William Cody,Alex Edwards,Pam Sly,6,13-Oct,11,216,0,7212132F-,2,2,,,,108,7,£6337
1502,237084,260016,Happy And Fine(FR),Harry Bannister,Alex Hales,6,12-Nov,3,237,0,3738/1133-,3,4 3/4,"Mr T Acott,Mr L Cross , Mr S Cross",BALKO(FR),RICHONA(FR),121,9.5,£6337
1503,237084,233678,Ladronne(FR),William Shanahan,Tjade Collier,9,6-Nov,8,176,0,1256234-3,4,3 1/2,T C Racing Syndicate,LINDAS LAD,WORLDETA(FR),115,13,£6337
1504,237084,232740,Gallic Geordie,James Bowen,Samuel Drinkwater,10,7-Nov,7,220,0,24/2F2312-,5,6,Glastonburys &amp; On The Gallops 1,GEORDIELAND(FR),JE NE SAIS PLUS(FR),116,13,£6337
1505,237084,277707,Duo Denfer(FR),Emma Smith-Chaston,Micky Hammond,10,2-Nov,10,205,0,7115P453-,6,1 1/4,,,,111,34,£6337
1506,237084,232204,Thor De Cerisy(FR),Harry Cobden,Neil Mulholland,9,8-Nov,6,220,0,860/31524-,7,8 1/2,Mrs Lynne Maclennan,ENRIQUE,MIDALISY(FR),117,12,£6337
1507,237084,262178,Mount Tempest(IRE),Harry Skelton,Dan Skelton,6,10-Nov,4,33,0,4/615713-2,8,1 1/4,,,,119,5.5,£6337
1508,237084,242376,Eaton Collina(IRE),Richard Patrick,Kerry Lee,8,9-Nov,5,193,0,U/34U5112-,pu,,Mrs H. Watson,MILAN,FLOWERS ON SUNDAY(IRE),118,8.5,£6337
1509,237084,277706,Fricotin(FR),Henry Brooke,Oliver Greenall &amp; Josh Guerriero,4,6-Nov,9,194,0,4131556-,pu,,,,,124,34,£6337
1510,237084,268664,Heaven Smart(FR),Caoilin Quinn,Gary Moore,6,12-Oct,12,195,0,292644P-,ur,,,,,107,12,£6337
1511,237084,219067,The Paddy Pie(IRE),Ross Chapman,Sue Smith,10,12-Oct,13,30,0,6126-5UP4,pu,,Mr John Wade,BENEFICIAL,SALSITA(FR),107,17,£6337
1512,237084,259232,Trac(FR),Alice Stevens,Micky Hammond,6,5-Oct,14,226,0,1P/512113-,pu,,Randall Orchard &amp; Partners,KINGSALSA(USA),BELOBAKA(FR),100,29,£6337
1513,237084,260544,Cruz Control(FR),Alan Johns,Tom Lacey,6,12-Nov,2,20,1,217/1714-2,,,Mr F Green and Mr J Chinn,SAINT DES SAINTS(FR),EN LA CRUZ(FR),121,,£6337
1514,237085,261280,You Wear It Well,Gavin Sheehan,Jamie Snowden,6,3-Nov,1,203,0,21/112115-,1,,Normandie Stud Ltd,MIDNIGHT LEGEND,ANNIES ANSWER(IRE),,3,£14238
1515,237085,261332,Luccia,James Bowen,Nicky Henderson,5,2-Nov,2,204,0,11/1143-,2,3,Pump &amp; Plant Services Ltd,THE GURKHA(IRE),EARTH AMBER,,2.37,£14238
1516,237085,261679,Kateira,Harry Skelton,Dan Skelton,6,Nov-00,4,203,0,15/1112-,3,16,,,,,3.75,£14238
1517,237085,250101,Game On For Glory(IRE),Tom Cannon,Lucy Wadham,7,Nov-00,3,652,0,1124/,4,9,Mr James Summers,FAME AND GLORY,JEUNOPSE(IRE),,51,£14238
1518,237085,232726,Stainsby Girl,Mr Kit Alexander,N. W. Alexander,9,Nov-00,7,231,0,211/15511-,5,6 1/2,Mr Alistair Duncan,SHIROCCO(GER),CHARMAINE WOOD,,12,£14238
1519,237085,261431,Lone Star,Joe Williamson,Philip Kirby,6,Nov-00,5,17,0,1211116-6,6,9,,,,,126,£14238
1520,237085,241896,Salsada(IRE),Henry Brooke,Brian Ellison,6,Nov-00,6,196,1,122/25-,,,Geoff &amp; Sandra Turnbull,MUKHADRAM,MOKARABA,,,£14238
1521,237086,239869,Botox Has(FR),Caoilin Quinn,Gary Moore,7,6-Nov,2,280,0,8231/2174-,1,,Mr John Stone,DREAM WELL(FR),BOURNIE(FR),,8.5,£28475
1522,237086,242235,Red Risk(FR),Harry Cobden,Paul Nicholls,8,2-Nov,5,147,0,618/0120-6,2,1,Middleham Park Racing XLIV &amp; A&amp;J Ryan,NO RISK AT ALL(FR),ROLIE DE VINDECY(FR),,10,£28475
1523,237086,224286,Dashel Drasher,Rex Dingle,Jeremy Scott,10,2-Nov,3,203,0,2P/122226-,3,4 3/4,Mrs B Tully and Mr R Lock,PASSING GLANCE,SO LONG,,2.75,£28475
1524,237086,230930,Thyme Hill,Micheal Nolan,Philip Hobbs &amp; Johnson White,9,2-Nov,6,189,0,225/12184-,4,hd,The Englands and Heywoods,KAYF TARA,ROSITA BAY,,2.75,£28475
1525,237086,251046,Ambitious Fellow(IRE),Sam Ewing,"Peter Fahey, Ireland",7,6-Nov,1,91,0,1B1P0-031,5,29,OGB Partnership,FAME AND GLORY,NATIVE BEAUTY(IRE),,15,£28475
1526,237086,243196,Ga Law(FR),Gavin Sheehan,Jamie Snowden,7,2-Nov,4,205,0,31F5P-,6,4-Mar,The Footie Partnership,SINNDAR(IRE),LAW(FR),,13,£28475
1527,237087,251560,Gentlemansgame,D. J. OKeeffe,"M. F. Morris, Ireland",7,2-Nov,4,35,0,2071/31-2,1,,Robcour,GENTLEWAVE(IRE),GRAINNE NI MAILLE,,4.5,£56950
1528,237087,241421,Bravemansgame(FR),Harry Cobden,Paul Nicholls,8,8-Nov,2,192,0,1114/1123-,2,1 3/4,John Dance and Bryan Drew,BRAVE MANSONNIEN(FR),GENIFIQUE(FR),,1.9,£56950
1529,237087,240504,Midnight River,Harry Skelton,Dan Skelton,8,6-Nov,3,203,0,1P3/13101-,3,21,Mr Frank McAleavy,MIDNIGHT LEGEND,WELL CONNECTED,,11,£56950
1530,237087,251773,Ahoy Senor(IRE),Derek Fox,Lucinda Russell,8,8-Nov,1,205,0,21/5351F2-,pu,,Mrs C Wymer &amp; Mr PJS Russell,DYLAN THOMAS(IRE),DARA SUPREME(IRE),,4,£56950
1531,237088,269368,Windtothelightning(IRE),Henry Brooke,Oliver Greenall &amp; Josh Guerriero,5,4-Nov,7,198,0,31113-,1,,Mr G. C. Myddelton,SANS FRONTIERES(IRE),DERRYLEA GIRL(IRE),120,5,£5281
1532,237088,215405,Haafapiece,Alex Edwards,Pam Sly,10,5-Nov,6,232,0,98/587243-,2,9,Mrs Tilly Coles,HAAFHD,BONNETS PIECES,121,13,£5281
1533,237088,216356,Alberts Back,James Bowen,Michael &amp; David Easterby,9,1-Dec,1,204,0,42P/25416-,3,8 1/2,Golden Ratio &amp; J Blackburn,CHAMPS ELYSEES,NEATH,131,7,£5281
1534,237088,223857,Informateur(FR),Peter Kavanagh,Sue Smith,10,8-Nov,5,616,0,5PP32/,4,3 3/4,Mrs J M Gray &amp; Mr G R Orchard,MARESCA SORRENTO(FR),ISARELLA(GER),124,101,£5281
1535,237088,252727,Raffertys Return,Ross Chapman,Rebecca Menzies,8,10-Nov,3,191,0,14/912454-,5,1 1/4,Mr John Wade,SCHIAPARELLI(GER),DUCHESS THEATRE(IRE),126,6.5,£5281
1536,237088,269997,Alvaniy(IRE),B. Hayes,"W. P. Mullins, Ireland",5,10-Nov,4,43,0,32-514,6,14,,,,126,6.5,£5281
1537,237088,270175,Grasse Doliverie(FR),Harry Bannister,Alex Hales,6,9-Oct,11,209,0,1276U/951-,7,37,,,,111,15,£5281
1538,237088,259296,Decorated,Gavin Sheehan,Oliver Signy,5,2-Nov,8,219,0,516/25211-,pu,,Mr O. Signy,NATHANIEL(IRE),TRAPEZE,118,4,£5281
1539,237088,260111,Tiger Jet(IRE),Harry Cobden,Brian Ellison,7,1-Nov,9,159,0,413761-68,pu,,Mrs Claire Ellison,JET AWAY,JUST A MOMENT(IRE),117,10,£5281
1540,237088,241602,Fostersisland,Emma Smith-Chaston,Micky Hammond,8,13-Nov,2,224,1,2/2824521-,,,The Oakwood Nobels,TRANS ISLAND,MRS EFF,129,,£5281
1541,237088,232112,Diger Daudaie(FR),Harriet Tucker,Henry Oliver,10,13-Oct,10,982,1,,,,Mrs R. S. Perkins,TIGER GROOM,STONE AGAIN(FR),115,,£5281
1542,237089,250319,Not Sure(IRE),Richard Patrick,Kerry Lee,7,9-Nov,7,212,0,2/4441313-,1,,Mr Will Roseff,PRESENTING,PINK MIST(IRE),110,8.5,£4224
1543,237089,251720,Bali Body(IRE),Charlie Hammond,Dr Richard Newland,8,Dec-00,1,701,0,31/,2,4 1/4,Foxtrot Racing Bali Body,DOYEN(IRE),BURNT OIL BABE(IRE),115,17,£4224
1544,237089,262103,Snowy Evening(IRE),Henry Brooke,Oliver Greenall &amp; Josh Guerriero,6,7-Nov,8,22,0,2/453PP-2,3,nk,,,,108,4.33,£4224
1545,237089,251964,Camp Belan(IRE),Derek Fox,Lucinda Russell,7,5-Nov,9,27,0,1647F35-4,4,1 1/2,Mr Michael Goff,MILAN,GLENCREE SPIRIT(IRE),106,8,£4224
1546,237089,270004,Some Scope,Gavin Sheehan,Richard Hobson,5,11-Nov,5,176,0,5441-P,5,6 1/2,,,,112,7,£4224
1547,237089,250329,Conquredalofeurope(IRE),Theo Gillard,Donald Mccain,8,11-Nov,6,233,0,42B/232UP-,6,2-Jan,Robcour,PRESENTING,SLEEPLESS EYE,112,19,£4224
1548,237089,252942,Ernest Gray(IRE),Tom Cannon,Alan King,6,13-Nov,4,202,0,10/4541P3-,7,3,Milestone Bloodstock Limited,WALK IN THE PARK(IRE),EMILY GRAY(IRE),114,4.5,£4224
1549,237089,241202,Rath An Iuir(IRE),C. P. OShea,Rose Dobbin,10,Dec-00,2,190,0,4P/851538-,8,7 1/2,Mr &amp; Mrs Duncan Davidson,FLEMENSFIRTH(USA),AMATHEA(FR),115,19,£4224
1550,237089,270045,Oconnell(IRE),Ross Chapman,Sue Smith,7,2-Nov,11,21,0,5545-3,F,,Mr R Peters and Mr T Ford,WESTERNER,BRIXEN(IRE),103,7.5,£4224
1551,237089,254047,Presenting Jeremy(IRE),Lorcan Murtagh,Barry Murtagh,8,Dec-00,3,243,1,1/5353-,,,"Dick,Stevenson and Partners",JEREMY(USA),PRESENT COMPANY(IRE),115,,£4224
1552,237089,241977,Bretney(IRE),Harry Cobden,Henry Daly,8,2-Nov,10,199,1,4134P18P-,,,Slater Stockwood Nicholson Partnership,MILAN,PEARL BUTTONS,103,,£4224
1553,237090,271320,Johnnywho(IRE),Jonjo ONeill Jr.,Jonjo ONeill,6,Nov-00,7,220,0,1-,1,,Mr John P. McManus,CALIFET(FR),HOWAYA PET(IRE),,1.8,£4955
1554,237090,270010,Moon Dorange(FR),B. W. Harvey,"John Mcconnell, Ireland",5,7-Nov,1,7,0,4-15U,2,2,Ian Stuart Griffiths/Gary Evans,SPANISH MOON(USA),FLEUR DORANGE,,9,£4955
1555,237090,276598,Whistle Stop Tour(IRE),Derek Fox,Lucinda Russell,5,7-Nov,2,30,0,1,3,4 1/4,,,,,3.75,£4955
1556,237090,269418,Both Barrels,Craig Nichol,Donald Whillans,5,Nov-00,3,225,0,343-,4,4 1/4,,,,,9.5,£4955
1557,237090,271740,Yealand(IRE),Sean Quinlan,Jennie Candlish,4,13-Oct,11,204,0,2-,5,17,Mr P. And Mrs G. A. Clarke,SHIROCCO(GER),JANE HALL(IRE),,13,£4955
1558,237090,277709,Belleme Basc(FR),Richie Mclernon,Ruth Jefferson,5,7-Oct,12,,0,,6,sh,Mrs Lynne Maclennan,KAPGARDE(FR),CRYSTALE BASC(FR),,51,£4955
1559,237090,276967,Mullys Choice(IRE),K. Brogan,Jonjo ONeill,5,Nov-00,10,24,0,5,7,4 1/2,Martyn and Elaine Booth,FLEMENSFIRTH(USA),SLEEPLESS EYE,,26,£4955
1560,237090,277153,Iturgeon Du Breuil(FR),Lorcan Murtagh,Barry Murtagh,5,Nov-00,6,17,0,6,8,38,,,,,251,£4955
1561,237090,277708,Imperial Rule(IRE),Ross Chapman,Rebecca Menzies,6,Nov-00,5,,0,,9,13,,,,,81,£4955
1562,237090,253101,Glenavaddra(IRE),Edward Austin,George Bewley,7,Nov-00,4,234,0,PPP-,10,5 1/2,Richard Kiely,JET AWAY,KERRYHEAD SUNSHINE(IRE),,301,£4955
1563,237090,277143,Mount Falcon(IRE),Harry Reed,Tim Reed,5,Nov-00,9,,0,,11,18,The Falconers &amp; Sam Burns,ASK,EATONS WAY(IRE),,151,£4955
1564,237090,277701,Le Jeune Bresil,Jonathan Burke,Brian Ellison,6,Nov-00,8,1,1,0,,,Mr Keith Brown,BLUE BRESIL(FR),LADY DE LA VEGA(FR),,,£4955
1565,237090,270281,Brasingaman Bella,Emma Smith-Chaston,Jedd OKeeffe,4,6-Oct,13,1,1,5056-P,,,,,,,,£4955
1566,237091,261749,Trelawne,David Bass,Kim Bailey,7,11-Nov,1,232,0,13/11-,1,,,,,136,2,£8450
1567,237091,269003,Blue Fin(IRE),Brian Hughes,Donald Mccain,6,7-Oct,5,205,0,23313C-,2,3 1/2,Spinners Winners,SHANTOU(USA),ELUNA,118,5.5,£8450
1568,237091,253724,Brandy Mcqueen(IRE),Ryan Mania,Harriet Graham &amp; Gary Rutherford,6,Nov-00,3,28,0,2211776-1,3,6 1/2,Mr Scott Townshend,YEATS(IRE),DOWN ACE(IRE),125,3.25,£8450
1569,237091,254047,Presenting Jeremy(IRE),Lorcan Murtagh,Barry Murtagh,8,10-5 (10-4),6,244,0,1/5353-,4,19,"Dick,Stevenson and Partners",JEREMY(USA),PRESENT COMPANY(IRE),116,51,£8450
1570,237091,241937,Conkwell Legend,Richie Mclernon,Neil Mulholland,9,5-Nov,2,210,0,U12-,5,4,Mrs H R Cross and Mrs S A Keys,MIDNIGHT LEGEND,GALLIMAUFRY,130,13,£8450
1571,237091,261038,Hermes Du Gouet(FR),Charlie Deutsch,Venetia Williams,6,7-Oct,4,203,1,22/64137-,,,My Racing Manager Friends,SADDLER MAKER(IRE),DOLLY DU GOUET(FR),118,,£8450
1572,237092,268597,Dunnet Head(IRE),Craig Nichol,Iain Jardine,5,13-Nov,3,272,0,142-,1,,,,,106,3.25,£5281
1573,237092,265266,V Twelve(IRE),Sean Quinlan,Martin Todhunter,4,7-Nov,6,22,0,U2-5,2,1 3/4,,,,100,13,£5281
1574,237092,196570,Applaus(GER),Emma Smith-Chaston,Micky Hammond,11,13-Nov,2,17,0,92-932477,3,4-Mar,The Deckchair Syndicate,TIGER HILL(IRE),ALL ABOUT LOVE(GER),106,15,£5281
1575,237092,228057,Malangen(IRE),Peter Kavanagh,Lisa Harrison,8,5-Nov,8,10,0,13241445,4,1,D A Harrison Racing,BORN TO SEA(IRE),LADYS LOCKET(IRE),98,12,£5281
1576,237092,245723,Gavin,Sean Bowen,Peter Bowen,5,7-Nov,7,24,0,11257526,5,6 1/2,Ms Sharon Kinsella,BATED BREATH,UNDER MILK WOOD,100,8,£5281
1577,237092,177126,Frightened Rabbit(USA),Danny McMenamin,Lisa Harrison,11,8-Oct,11,10,0,109-P5P68,6,9,Mr Tony Harrison,HARD SPUN(USA),CHAMPAGNE ENDING(USA),87,9,£5281
1578,237092,270389,Diamand De Vindecy(FR),Jonathan Burke,Robert Bevis,4,11-Nov,4,177,0,023-,7,1 1/4,EE Williams &amp; JE Brooke,DIAMOND GREEN(FR),MISS CHICVINDECY(FR),104,26,£5281
1579,237092,261631,Noble Affair(IRE),Ross Chapman,Jane Walton,7,8-Nov,5,30,0,206281-42,8,nk,The Optimistic Syndicate,MOROZOV(USA),TUDOR GLYN(IRE),101,8.5,£5281
1580,237092,259773,Kopa Kilana(IRE),Conor Rabbitt,Maurice Barnes,6,2-Nov,9,28,0,67350345,9,9,Mr M. Barnes,MILAN,KOPHINOU(FR),95,17,£5281
